,Number,Label,Brand,Title,price,Review_Number,href,date
81,82,,Hampton Bay,Ashby Park 52 in. White Color Changing Integrated LED Matte White Indoor Ceiling Fan with Light Kit and Remote Control,$164.00,161,https://www.homedepot.com/p/Hampton-Bay-Ashby-Park-52-in-White-Color-Changing-Integrated-LED-Matte-White-Indoor-Ceiling-Fan-with-Light-Kit-and-Remote-Control-59258/322702565,2024-07-11
82,83,,Parrot Uncle,Howell 52 in. Indoor Downrod Mount Crystal Chrome Ceiling Fan Chandelier with Light Kit and Remote Control,$159.81,387,https://www.homedepot.com/p/Parrot-Uncle-Howell-52-in-Indoor-Downrod-Mount-Crystal-Chrome-Ceiling-Fan-Chandelier-with-Light-Kit-and-Remote-Control-F6215A110V/311971227,2024-07-11
83,84,,Hunter,Antero 44 in. Hunter Express Indoor Matte Silver Ceiling Fan with Light Kit Included,$139.00,199,https://www.homedepot.com/p/Hunter-Antero-44-in-Hunter-Express-Indoor-Matte-Silver-Ceiling-Fan-with-Light-Kit-Included-52126/323008152,2024-07-11
84,85,Exclusive,Hampton Bay,"Hollis 52 in. Indoor LED Bronze Downrod Ceiling Fan with 5 QuickInstall Reversible Blades, Light Kit and Remote Control",$134.00,247,https://www.homedepot.com/p/Hampton-Bay-Hollis-52-in-Indoor-LED-Bronze-Downrod-Ceiling-Fan-with-5-QuickInstall-Reversible-Blades-Light-Kit-and-Remote-Control-52197/314459959,2024-07-11
85,86,,Home Decorators Collection,Ester 54 in. White Color Changing Integrated LED Indoor/Outdoor Matte Black Ceiling Fan with Light Kit and Remote,$139.00,204,https://www.homedepot.com/p/Home-Decorators-Collection-Ester-54-in-White-Color-Changing-Integrated-LED-Indoor-Outdoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-52159/314459960,2024-07-11
86,87,Exclusive,Hampton Bay,Stoneridge 52 in. Indoor/Outdoor LED Bronze Hugger Ceiling Fan with Light Kit and 5 Reversible Blades,$109.00,2254,https://www.homedepot.com/p/Hampton-Bay-Stoneridge-52-in-Indoor-Outdoor-LED-Bronze-Hugger-Ceiling-Fan-with-Light-Kit-and-5-Reversible-Blades-51974/308693492,2024-07-11
87,88,Exclusive,Home Decorators Collection,Daniel Island 52 in. White Color Changing Integrated LED Outdoor Matte Black Ceiling Fan with Light Kit and Remote,$179.00,112,https://www.homedepot.com/p/Home-Decorators-Collection-Daniel-Island-52-in-White-Color-Changing-Integrated-LED-Outdoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-52179/314459949,2024-07-11
88,89,Exclusive,Hunter,Channing 52 in. LED Indoor Snow White Ceiling Fan with Light and Remote,$159.00,1599,https://www.homedepot.com/p/Hunter-Channing-52-in-LED-Indoor-Snow-White-Ceiling-Fan-with-Light-and-Remote-51338/314460006,2024-07-11
89,90,Exclusive,Home Decorators Collection,"Fawndale 46 in. Indoor Integrated LED Bronze Ceiling Fan with Light Kit, 5 Reversible Blades and Remote Control",$149.00,187,https://www.homedepot.com/p/Home-Decorators-Collection-Fawndale-46-in-Indoor-Integrated-LED-Bronze-Ceiling-Fan-with-Light-Kit-5-Reversible-Blades-and-Remote-Control-52021/314459860,2024-07-11
90,91,,Hampton Bay,Southbourne 60 in. LED Indoor Matte Black Ceiling Fan with Light and Remote Control Included,$209.00,35,https://www.homedepot.com/p/Hampton-Bay-Southbourne-60-in-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-and-Remote-Control-Included-AK374B-MBK/322920954,2024-07-11
91,92,Top Rated,Hampton Bay,Roanoke 48 in. Indoor/Outdoor Wet Rated Natural Iron Ceiling Fan with LED Bulbs Included,$119.00,3097,https://www.homedepot.com/p/Hampton-Bay-Roanoke-48-in-Indoor-Outdoor-Wet-Rated-Natural-Iron-Ceiling-Fan-with-LED-Bulbs-Included-YG216-NI/302620508,2024-07-11
92,93,Exclusive,Hampton Bay,"North Pond 52 in. Indoor/Outdoor LED Matte White Ceiling Fan with Light Kit, Reversible Motor and Reversible Blades",$99.00,672,https://www.homedepot.com/p/Hampton-Bay-North-Pond-52-in-Indoor-Outdoor-LED-Matte-White-Ceiling-Fan-with-Light-Kit-Reversible-Motor-and-Reversible-Blades-59216/307638782,2024-07-11
93,94,Exclusive,Hampton Bay,"Devron II 52 in. Indoor Brushed Nickel LED Ceiling Fan with Light Kit, Downrod and Reversible Blades",$114.00,121,https://www.homedepot.com/p/Hampton-Bay-Devron-II-52-in-Indoor-Brushed-Nickel-LED-Ceiling-Fan-with-Light-Kit-Downrod-and-Reversible-Blades-57333/322983359,2024-07-11
94,95,,Hampton Bay,Mena 44 in. White Color Changing Integrated LED Indoor/Outdoor Matte White Hugger Ceiling Fan with Light Kit and Remote,$149.00,375,https://www.homedepot.com/p/Hampton-Bay-Mena-44-in-White-Color-Changing-Integrated-LED-Indoor-Outdoor-Matte-White-Hugger-Ceiling-Fan-with-Light-Kit-and-Remote-92401/322701653,2024-07-11
95,96,Exclusive,Home Decorators Collection,Dialstone 23 in. Indoor/Outdoor Matte Black Fandelier Ceiling Fan with Adjustable White LED with Remote Included,$249.00,104,https://www.homedepot.com/p/Home-Decorators-Collection-Dialstone-23-in-Indoor-Outdoor-Matte-Black-Fandelier-Ceiling-Fan-with-Adjustable-White-LED-with-Remote-Included-AK480-MBK/322921134,2024-07-11
96,97,Exclusive,Hampton Bay,Claret 52 in. Indoor Oil Rubbed Bronze Ceiling Fan with Light Kit,$94.00,250,https://www.homedepot.com/p/Hampton-Bay-Claret-52-in-Indoor-Oil-Rubbed-Bronze-Ceiling-Fan-with-Light-Kit-SW20006-ORB/314460008,2024-07-11
97,98,,Home Decorators Collection,Aldenshire 52 in. LED Indoor/Outdoor Natural Iron Ceiling Fan with Light Kit,$149.95,155,https://www.homedepot.com/p/Home-Decorators-Collection-Aldenshire-52-in-LED-Indoor-Outdoor-Natural-Iron-Ceiling-Fan-with-Light-Kit-YG726-NI/307266731,2024-07-11
98,99,Top Rated,,Hugger 44 in. LED Indoor Matte Black Ceiling Fan with Light Kit,$47.97,946,https://www.homedepot.com/p/Hugger-44-in-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-AL383CPQ-MBK/314459780,2024-07-11
99,100,,Hunter,Byhalia 52 in. Indoor/Outdoor Noble Bronze Ceiling Fan with Light Kit and Remote Included,$199.00,38,https://www.homedepot.com/p/Hunter-Byhalia-52-in-Indoor-Outdoor-Noble-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Included-52243/323008048,2024-07-11
100,101,,Hampton Bay,Mena 54 in. White Color Changing LED Indoor/Outdoor Matte Black Hugger Ceiling Fan with Light and Remote,$159.00,60,https://www.homedepot.com/p/Hampton-Bay-Mena-54-in-White-Color-Changing-LED-Indoor-Outdoor-Matte-Black-Hugger-Ceiling-Fan-with-Light-and-Remote-92403/322702050,2024-07-11
101,102,Exclusive,Hampton Bay,Caltris 52 in. Integrated LED Indoor/Outdoor Matte Black Ceiling Fan with Light and Pull Chains Included,$149.00,27,https://www.homedepot.com/p/Hampton-Bay-Caltris-52-in-Integrated-LED-Indoor-Outdoor-Matte-Black-Ceiling-Fan-with-Light-and-Pull-Chains-Included-AK382HG-MBK/322921122,2024-07-11
102,103,Exclusive,Home Decorators Collection,Beckford 52 in. Indoor Brushed Nickel Ceiling Fan with Adjustable White Integrated LED with Remote Control Included,$119.00,140,https://www.homedepot.com/p/Home-Decorators-Collection-Beckford-52-in-Indoor-Brushed-Nickel-Ceiling-Fan-with-Adjustable-White-Integrated-LED-with-Remote-Control-Included-YG630-BN/318749131,2024-07-11
103,104,,,16 in. Indoor Smoky Gray Low Profile Ceiling Fan with Dimmable LED Light Flush Mount Bedroom Ceiling Fan with Remote,$109.99,109,https://www.homedepot.com/p/16-in-Indoor-Smoky-Gray-Low-Profile-Ceiling-Fan-with-Dimmable-LED-Light-Flush-Mount-Bedroom-Ceiling-Fan-with-Remote-HD-FSD-15/321448024,2024-07-11
104,105,Exclusive,Home Decorators Collection,Intervale 56 in. Indoor/Outdoor Brushed Nickel Windmill Ceiling Fan with Adjustable White LED with Remote Included,$213.00,78,https://www.homedepot.com/p/Home-Decorators-Collection-Intervale-56-in-Indoor-Outdoor-Brushed-Nickel-Windmill-Ceiling-Fan-with-Adjustable-White-LED-with-Remote-Included-N609-BN/322920833,2024-07-11
105,106,Sponsored,CARRO,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$169.99,3,https://www.homedepot.com/p/CARRO-Aspen-52-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS525J1-L11-B2-1-FM/322672159,2024-07-11
106,107,Exclusive,Hampton Bay,"Southwind 52 in. Indoor LED Venetian Bronze Ceiling Fan with 5 Reversible Blades, Light Kit, Downrod and Remote Control",$109.00,2809,https://www.homedepot.com/p/Hampton-Bay-Southwind-52-in-Indoor-LED-Venetian-Bronze-Ceiling-Fan-with-5-Reversible-Blades-Light-Kit-Downrod-and-Remote-Control-52371/302082598,2024-07-11
107,108,,Sofucor,"52 in. LED Indoor/Outdoor Flush Mount Matte Black Ceiling Fan with Wood Blades, 6-Speed DC Remote Control",$190.95,50,https://www.homedepot.com/p/Sofucor-52-in-LED-Indoor-Outdoor-Flush-Mount-Matte-Black-Ceiling-Fan-with-Wood-Blades-6-Speed-DC-Remote-Control-ZSKBKN220209010/320382903,2024-07-11
108,109,,,20 in. LED Indoor White Ceiling Fan with Dimmable Lighting Low Profile Flush Mount Ceiling Fan with Remote,$93.11,101,https://www.homedepot.com/p/20-in-LED-Indoor-White-Ceiling-Fan-with-Dimmable-Lighting-Low-Profile-Flush-Mount-Ceiling-Fan-with-Remote-HD-FSD-32/322897617,2024-07-11
109,110,,Hampton Bay,Chelia 56 in. Indoor Gold LED Ceiling Fan with Reversible Blades and Color Changing Technology,$159.00,20,https://www.homedepot.com/p/Hampton-Bay-Chelia-56-in-Indoor-Gold-LED-Ceiling-Fan-with-Reversible-Blades-and-Color-Changing-Technology-SW22008GD/325060246,2024-07-11
110,111,,Hunter,Millington 60 in. Indoor Matte Black Ceiling Fan with Light Kit and Remote,$209.00,90,https://www.homedepot.com/p/Hunter-Millington-60-in-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-51667/318473002,2024-07-11
111,112,Exclusive,Hunter,Channelside 52 in. LED Indoor/Outdoor Noble Bronze Ceiling Fan with Remote Control,$159.00,784,https://www.homedepot.com/p/Hunter-Channelside-52-in-LED-Indoor-Outdoor-Noble-Bronze-Ceiling-Fan-with-Remote-Control-59040/206775128,2024-07-11
112,113,Sponsored,Hunter,Aeropress 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Remote Included,$199.00,4,https://www.homedepot.com/p/Hunter-Aeropress-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Remote-Included-51999/326944893,2024-07-11
113,114,Exclusive,,"Cassique 52 in. Integrated LED Indoor/Outdoor Matte White Selectable CCT Ceiling Fan with Light, Remote Control",$199.00,15,https://www.homedepot.com/p/Cassique-52-in-Integrated-LED-Indoor-Outdoor-Matte-White-Selectable-CCT-Ceiling-Fan-with-Light-Remote-Control-FR-CSQ52C5-MWBG/328205842,2024-07-11
114,115,Sponsored,JONATHAN Y,Ali 48 in. Oil Rubbed Bronze 3-Light Wrought Iron LED Ceiling Fan with Light and Remote,$240.79,50,https://www.homedepot.com/p/JONATHAN-Y-Ali-48-in-Oil-Rubbed-Bronze-3-Light-Wrought-Iron-LED-Ceiling-Fan-with-Light-and-Remote-JYL9704A/311305844,2024-07-11
115,116,Exclusive,Home Decorators Collection,Brette III 23 in. Integrated LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light and Remote Control,$269.00,62,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-III-23-in-Integrated-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-and-Remote-Control-AM382D-BN/320552622,2024-07-11
116,117,,Bell + Howell,15.7 in. Indoor Matte Black LED Socket Ceiling Fan with Remote,$49.97,106,https://www.homedepot.com/p/Bell-Howell-15-7-in-Indoor-Matte-Black-LED-Socket-Ceiling-Fan-with-Remote-2299QPH/327982555,2024-07-11
117,118,New,HINNIXY,72 in. Indoor Bronze Modern Large Ceiling Fan with Lights and Remote Control 8 Blades,$209.99,,https://www.homedepot.com/p/HINNIXY-72-in-Indoor-Bronze-Modern-Large-Ceiling-Fan-with-Lights-and-Remote-Control-8-Blades-Y23FSD0041-1801HD/330445302,2024-07-11
118,119,Exclusive,Hunter,Oakhurst 52 in. LED Indoor Low Profile Brushed Nickel Ceiling Fan with Light Kit,$114.00,2512,https://www.homedepot.com/p/Hunter-Oakhurst-52-in-LED-Indoor-Low-Profile-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-52125/300593307,2024-07-11
119,120,Sponsored,Honeywell,Lynton 52 in. Indoor/Outdoor Color Changing LED Matte Black Ceiling Fan with Remote Control & High-Performance Blades,$229.99,30,https://www.homedepot.com/p/Honeywell-Lynton-52-in-Indoor-Outdoor-Color-Changing-LED-Matte-Black-Ceiling-Fan-with-Remote-Control-High-Performance-Blades-51854-07/329464574,2024-07-11
120,121,,MINKA-AIRE,Concept II 44 in. Integrated LED Indoor White Ceiling Fan with Light with Remote Control,$364.95,307,https://www.homedepot.com/p/MINKA-AIRE-Concept-II-44-in-Integrated-LED-Indoor-White-Ceiling-Fan-with-Light-with-Remote-Control-F518L-WH/310172695,2024-07-11
121,122,,Hunter,Dempsey 44 in. Indoor Matte Black Ceiling Fan with Remote Control and Light Kit Included,$149.99,42,https://www.homedepot.com/p/Hunter-Dempsey-44-in-Indoor-Matte-Black-Ceiling-Fan-with-Remote-Control-and-Light-Kit-Included-52390/324685097,2024-07-11
122,123,Sponsored,JONATHAN Y,Kristie 52 in. 3-Light Chrome Crystal/Metal Modern Glam Drum LED Indoor Ceiling Fan With Remote,$148.91,5,https://www.homedepot.com/p/JONATHAN-Y-Kristie-52-in-3-Light-Chrome-Crystal-Metal-Modern-Glam-Drum-LED-Indoor-Ceiling-Fan-With-Remote-JYL9709A/318691909,2024-07-11
123,124,Sponsored,MODERN HABITAT,WhisperBloom 52 in. Indoor Satin Brass Ceiling Fan with LED Light Bulbs and Remote Control,$149.00,36,https://www.homedepot.com/p/MODERN-HABITAT-WhisperBloom-52-in-Indoor-Satin-Brass-Ceiling-Fan-with-LED-Light-Bulbs-and-Remote-Control-CFL-1891-5252BA/328410409,2024-07-11
124,125,,,Middleton 42 in. LED Indoor Brushed Nickel Ceiling Fan with Light Kit,$54.97,859,https://www.homedepot.com/p/Middleton-42-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-UE42V-NI-SHB/301756392,2024-07-11
125,126,Exclusive,Hampton Bay,Montgomery II 44 in. Indoor Brushed Nickel Ceiling Fan with Light Kit,$69.97,184,https://www.homedepot.com/p/Hampton-Bay-Montgomery-II-44-in-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-RDB9144-BN/314460013,2024-07-11
126,127,Sponsored,Designers Fountain,Cassini 52 in. Smart Indoor/Covered Outdoor Matte Black Modern Adjustable White and RGB Ceiling Fan Light with Remote,$199.00,36,https://www.homedepot.com/p/Designers-Fountain-Cassini-52-in-Smart-Indoor-Covered-Outdoor-Matte-Black-Modern-Adjustable-White-and-RGB-Ceiling-Fan-Light-with-Remote-FS-CSN52RGB-MB/328196694,2024-07-11
127,128,,Hunter,Apache Wifi Enabled Apple HomeKit/Google Home/Alexa 54 in. Indoor Noble Bronze Ceiling Fan with Light Kit and Remote,$189.00,76,https://www.homedepot.com/p/Hunter-Apache-Wifi-Enabled-Apple-HomeKit-Google-Home-Alexa-54-in-Indoor-Noble-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-59226/300353996,2024-07-11
128,129,Sponsored,Breezary,Jemore 52 in. Indoor Flush Mounted Black Crystal Ceiling Fan with Light Kit and Remote Control Included,$149.00,24,https://www.homedepot.com/p/Breezary-Jemore-52-in-Indoor-Flush-Mounted-Black-Crystal-Ceiling-Fan-with-Light-Kit-and-Remote-Control-Included-BZ24001-ORB-A1/325203807,2024-07-11
129,130,Exclusive,Hampton Bay,Nevali 52 in. White Changing LED Indoor Smart Hubspace Ceiling Fan with Light and Remote Control Included,$179.00,44,https://www.homedepot.com/p/Hampton-Bay-Nevali-52-in-White-Changing-LED-Indoor-Smart-Hubspace-Ceiling-Fan-with-Light-and-Remote-Control-Included-92394/322700723,2024-07-11
130,131,Sponsored,Sofucor,52 in. Changing Integrated LED Indoor/Outdoor Black Ceiling Fan with Light Kit and Remote Control,$182.64,3,https://www.homedepot.com/p/Sofucor-52-in-Changing-Integrated-LED-Indoor-Outdoor-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-KYL52144BKHTM/323430627,2024-07-11
131,132,Exclusive,Home Decorators Collection,Milbourne 60 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light and Remote Control,$208.66,32,https://www.homedepot.com/p/Home-Decorators-Collection-Milbourne-60-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-and-Remote-Control-YG915-EB/314459771,2024-07-11
132,133,,Hampton Bay,Glendale 42 in. LED Indoor White Ceiling Fan with Light Kit,$69.97,3316,https://www.homedepot.com/p/Hampton-Bay-Glendale-42-in-LED-Indoor-White-Ceiling-Fan-with-Light-Kit-AM212-WH/300937520,2024-07-11
133,134,Exclusive,Home Decorators Collection,"Savannah 52 in. Indoor LED Matte Black Dry Rated Ceiling Fan with 4 Reversible Blades, Light Kit and Remote Control",$139.00,80,https://www.homedepot.com/p/Home-Decorators-Collection-Savannah-52-in-Indoor-LED-Matte-Black-Dry-Rated-Ceiling-Fan-with-4-Reversible-Blades-Light-Kit-and-Remote-Control-52029/314459953,2024-07-11
134,135,,Hampton Bay,Hawkins III 44 in. LED Indoor Brushed Nickel Flush Mount Ceiling Fan with Light,$84.97,149,https://www.homedepot.com/p/Hampton-Bay-Hawkins-III-44-in-LED-Indoor-Brushed-Nickel-Flush-Mount-Ceiling-Fan-with-Light-YG204D-BN/318749133,2024-07-11
135,136,Exclusive,Home Decorators Collection,"Shanahan 52 in. Indoor/Outdoor LED Bronze Ceiling Fan with Light Kit, Downrod and Reversible Blades",$139.00,569,https://www.homedepot.com/p/Home-Decorators-Collection-Shanahan-52-in-Indoor-Outdoor-LED-Bronze-Ceiling-Fan-with-Light-Kit-Downrod-and-Reversible-Blades-59201/307638776,2024-07-11
136,137,,,20 in. 4-Light Indoor Black Wood Grain Industrial Metal Cage Enclosed Ceiling Fan with Light Kit and Remote,$130.14,48,https://www.homedepot.com/p/20-in-4-Light-Indoor-Black-Wood-Grain-Industrial-Metal-Cage-Enclosed-Ceiling-Fan-with-Light-Kit-and-Remote-HD-LZ-01/322567707,2024-07-11
137,138,,,"Lidia 19.68 in Indoor Modern White Crystal Flush Mount Ceiling Fan with Light, White LED Ceiling Fan for Bedroom",$109.99,27,https://www.homedepot.com/p/Lidia-19-68-in-Indoor-Modern-White-Crystal-Flush-Mount-Ceiling-Fan-with-Light-White-LED-Ceiling-Fan-for-Bedroom-CA000110202/325858811,2024-07-11
138,139,Exclusive,Hampton Bay,Halwin 52 in. Indoor/Outdoor Matte Black Low Profile Ceiling Fan with Adjustable White LED with Remote Included,$139.00,67,https://www.homedepot.com/p/Hampton-Bay-Halwin-52-in-Indoor-Outdoor-Matte-Black-Low-Profile-Ceiling-Fan-with-Adjustable-White-LED-with-Remote-Included-AK396H-MBK/322920432,2024-07-11
139,140,,CARRO,"Essex 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",$149.99,15,https://www.homedepot.com/p/CARRO-Essex-52-in-Dimmable-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-w-Alexa-Google-Home-HS525J-L12-BO-1/319979324,2024-07-11
140,141,,Hunter,Newsome 52 in. Indoor Brushed Nickel Bowl Light Kit Ceiling Fan,$199.99,128,https://www.homedepot.com/p/Hunter-Newsome-52-in-Indoor-Brushed-Nickel-Bowl-Light-Kit-Ceiling-Fan-53312/206941789,2024-07-11
141,142,Sponsored,Hunter,Alvarado 52 in. Indoor Brushed Nickel Ceiling Fan with Light Kit,$149.00,49,https://www.homedepot.com/p/Hunter-Alvarado-52-in-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-51762/320051781,2024-07-11
142,143,Exclusive,Home Decorators Collection,Casun 52 in. LED Indoor Aged Iron Ceiling Fan with Remote Control and Light Kit,$129.00,208,https://www.homedepot.com/p/Home-Decorators-Collection-Casun-52-in-LED-Indoor-Aged-Iron-Ceiling-Fan-with-Remote-Control-and-Light-Kit-11252AIWNCN/314467711,2024-07-11
143,144,Exclusive,Hampton Bay,Conjure 52 in. Indoor Matte White Ceiling Fan with Adjustable White Integrated LED with Remote Included,$149.00,21,https://www.homedepot.com/p/Hampton-Bay-Conjure-52-in-Indoor-Matte-White-Ceiling-Fan-with-Adjustable-White-Integrated-LED-with-Remote-Included-AK408H-MWH/322920450,2024-07-11
144,145,Exclusive,Hunter,Agnew 52 in. LED Indoor Brushed Nickel Ceiling Fan with Light and Remote,$159.00,112,https://www.homedepot.com/p/Hunter-Agnew-52-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-and-Remote-51214/314966519,2024-07-11
145,146,,Home Decorators Collection,"Windward 68 in. White Color Changing Integrated LED Matte Black Ceiling Fan with Light Kit, DC Motor and Remote",$229.00,372,https://www.homedepot.com/p/Home-Decorators-Collection-Windward-68-in-White-Color-Changing-Integrated-LED-Matte-Black-Ceiling-Fan-with-Light-Kit-DC-Motor-and-Remote-68004/311317779,2024-07-11
146,147,,Home Decorators Collection,Baleto 23 in. 4 Dimmable LED Bulbs Indoor/Covered Outdoor Black Ceiling Fan with Remote Included,$99.00,1,https://www.homedepot.com/p/Home-Decorators-Collection-Baleto-23-in-4-Dimmable-LED-Bulbs-Indoor-Covered-Outdoor-Black-Ceiling-Fan-with-Remote-Included-SFL-550S/323003610,2024-07-11
147,148,,Hunter,Minimus 44 in. Low Profile Integrated LED Indoor Fresh White Ceiling Fan with Light Kit and Remote,$279.99,243,https://www.homedepot.com/p/Hunter-Minimus-44-in-Low-Profile-Integrated-LED-Indoor-Fresh-White-Ceiling-Fan-with-Light-Kit-and-Remote-59452/309415718,2024-07-11
148,149,,Home Decorators Collection,Marlon 66 in. Smart Indoor Natural Iron Ceiling Fan with Adjustable White LED with Remote Included Powered by Hubspace,$259.00,170,https://www.homedepot.com/p/Home-Decorators-Collection-Marlon-66-in-Smart-Indoor-Natural-Iron-Ceiling-Fan-with-Adjustable-White-LED-with-Remote-Included-Powered-by-Hubspace-YG825B-NI/324432258,2024-07-11
149,150,,matrix decor,52 in. Indoor Chrome Crystal Chandelier Ceiling Fan with Light and Remote Control,$152.68,310,https://www.homedepot.com/p/matrix-decor-52-in-Indoor-Chrome-Crystal-Chandelier-Ceiling-Fan-with-Light-and-Remote-Control-MD-F6217110V/315373050,2024-07-11
150,151,Exclusive,Home Decorators Collection,Baxtan 56 in. Indoor Brushed Gold Ceiling Fan with Warm White Integrated LED with Remote Included,$169.00,281,https://www.homedepot.com/p/Home-Decorators-Collection-Baxtan-56-in-Indoor-Brushed-Gold-Ceiling-Fan-with-Warm-White-Integrated-LED-with-Remote-Included-AM731A-CB/319712909,2024-07-11
151,152,,CARRO,"Essex 52 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",$149.99,29,https://www.homedepot.com/p/CARRO-Essex-52-in-Integrated-LED-Indoor-Outdoor-Black-Smart-Ceiling-Fan-with-Light-and-Remote-Works-w-Alexa-Google-Home-S525J-L12-B5-1/318630516,2024-07-11
152,153,,AIRE BY MINKA,Hillsdale 65 in. Integrated LED Indoor/Outdoor Coal Ceiling Fan with Light Kit and Remote Control,$289.00,12,https://www.homedepot.com/p/AIRE-BY-MINKA-Hillsdale-65-in-Integrated-LED-Indoor-Outdoor-Coal-Ceiling-Fan-with-Light-Kit-and-Remote-Control-04755/319891598,2024-07-11
153,154,Exclusive,Home Decorators Collection,Makenna 52 in. White Color Changing Integrated Indoor LED Matte Black Smart Hubspace Ceiling Fan with Light and Remote,$199.00,4,https://www.homedepot.com/p/Home-Decorators-Collection-Makenna-52-in-White-Color-Changing-Integrated-Indoor-LED-Matte-Black-Smart-Hubspace-Ceiling-Fan-with-Light-and-Remote-56235/321770262,2024-07-11
154,155,,Hunter,Aerodyne 52 in. Indoor Matte Black Smart Ceiling Fan with Light Kit and Remote Control,$169.99,320,https://www.homedepot.com/p/Hunter-Aerodyne-52-in-Indoor-Matte-Black-Smart-Ceiling-Fan-with-Light-Kit-and-Remote-Control-51314/316524231,2024-07-11
155,156,Exclusive,Home Decorators Collection,Trudeau 60 in. LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,$429.00,748,https://www.homedepot.com/p/Home-Decorators-Collection-Trudeau-60-in-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG545-EB/206648787,2024-07-11
156,157,Exclusive,Home Decorators Collection,Ashby Park 60 in. White Color Changing Integrated LED Brushed Nickel Ceiling Fan with Light Kit and Remote Control,$174.00,178,https://www.homedepot.com/p/Home-Decorators-Collection-Ashby-Park-60-in-White-Color-Changing-Integrated-LED-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-and-Remote-Control-59600/310424737,2024-07-11
157,158,Top Rated,Hunter,Whittington 60 in. LED Indoor Noble Bronze Ceiling Fan with Light and Remote,$239.20,146,https://www.homedepot.com/p/Hunter-Whittington-60-in-LED-Indoor-Noble-Bronze-Ceiling-Fan-with-Light-and-Remote-51182/314966115,2024-07-11
158,159,,Hunter,Promenade 54 in. LED Indoor Brittany Bronze Ceiling Fan with Light Kit and Remote,$347.73,111,https://www.homedepot.com/p/Hunter-Promenade-54-in-LED-Indoor-Brittany-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-59546/309430245,2024-07-11
159,160,Exclusive,Home Decorators Collection,Greenhaven 60 in. White Color Changing LED Brushed Nickel Smart Ceiling Fan with Light and Remote Powered by Hubspace,$210.99,25,https://www.homedepot.com/p/Home-Decorators-Collection-Greenhaven-60-in-White-Color-Changing-LED-Brushed-Nickel-Smart-Ceiling-Fan-with-Light-and-Remote-Powered-by-Hubspace-56006/320816362,2024-07-11
160,161,,Hampton Bay,Sinclair II 44 in. Indoor Oil Rubbed Bronze LED Ceiling Fan with Light,$69.97,172,https://www.homedepot.com/p/Hampton-Bay-Sinclair-II-44-in-Indoor-Oil-Rubbed-Bronze-LED-Ceiling-Fan-with-Light-AL958B-EB/314459767,2024-07-11
161,162,,MINKA-AIRE,Light Wave 44 in. LED Indoor Distressed Koa Ceiling Fan with Light and Remote Control,$269.95,76,https://www.homedepot.com/p/MINKA-AIRE-Light-Wave-44-in-LED-Indoor-Distressed-Koa-Ceiling-Fan-with-Light-and-Remote-Control-F845-DK/316889938,2024-07-11
162,163,Sponsored,CARRO,"Aspen 60 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",$205.90,17,https://www.homedepot.com/p/CARRO-Aspen-60-in-Dimmable-LED-Indoor-Outdoor-White-Smart-Ceiling-Fan-with-Light-and-Remote-Works-with-Alexa-Google-Home-HS605J1-L11-W1-1/322460046,2024-07-11
